Country,BP_Start,BP_End,BP_Slope,BP_Curvature,Obesity_Start,Obesity_End,Obesity_Slope,Obesity_Curvature,Diabetes_Start,Diabetes_End,Diabetes_Slope,Diabetes_Curvature,Cluster,Cluster_Name,Country_Code,Continent,Income_Group
Austria,34.222753614772444,22.34417915762677,-0.402122565188171,-0.1875307354348788,8.826543889008384,19.148831993271802,0.3464408177614781,0.08733616716841658,3.9183341873194424,4.323128907413936,0.016409738844168863,-0.016857569573465007,2,Wealthy Decouplers,AUT,Europe,High income
Azerbaijan,30.265435082453713,24.68157789233943,-0.18675012216805154,0.12994150516347383,7.907510965488447,18.20685250036776,0.3346763721955586,0.17470757743820625,6.003221512678092,11.613871798472479,0.17827142910000135,0.19078526407569762,0,Moderate Transition,AZE,Asia,Upper middle income
Bahamas,33.62207715346234,22.0539662059169,-0.3976393201797117,-0.038881906368888,15.24632042393301,30.253974259116706,0.4992487326463026,-0.015901791889819605,7.423971804085421,12.12014757352741,0.15909848549603126,-0.007524435115943889,3,High-Starting-BP Recovery,BHS,North America,High income
Bahrain,38.12890893619466,22.07040144696983,-0.5409638256898677,0.06789082072274966,18.31364624264372,30.276664031123993,0.395337343478039,0.05725726388351371,8.996424366245044,11.128647723492751,0.07432733900623588,0.009106100917435925,3,High-Starting-BP Recovery,BHR,Asia,High income
Bangladesh,22.281638312412333,25.103948322635897,0.09621495838943095,-0.23038770191205973,0.4183207743647711,2.985684368524501,0.08301623148158459,0.07992900363222791,4.054847925368163,9.39444332881449,0.18019725158990255,0.033494455712230864,4,Lean Hypertension / Low-Obesity Rising-BP,BGD,Asia,Lower middle income
Barbados,29.874371598576328,24.44265201411419,-0.18403899184816153,0.08845064264214475,9.679734416681285,21.596967185479286,0.40132193969686836,0.22769882938683156,6.3500994121263075,11.634294249841183,0.17738823888638897,0.09026061525404652,0,Moderate Transition,BRB,North America,High income
Belarus,40.02217826666909,28.618721623836688,-0.39398059632526405,-0.2512856948191973,12.327083957041308,23.58648307020963,0.3698859440766442,-0.023232371233739002,5.381134262317178,7.631981099135144,0.07433311133605476,0.013361309366294843,3,High-Starting-BP Recovery,BLR,Europe,Upper middle income
Belgium,35.038944735755535,18.390929339734818,-0.5589244845301193,0.2888643816957543,12.429015264786262,21.54300602306618,0.3063667108957693,0.04396995261388953,5.799706402735174,4.6062680552578446,-0.04043825057916535,-0.006062952579214825,2,Wealthy Decouplers,BEL,Europe,High income
Belize,30.700886001390007,23.00551151477768,-0.26366024107830127,0.09805914005218633,10.666557231755913,22.72934290792735,0.40614295324134575,0.15253413430303986,6.650027832466316,12.098471175280533,0.18489296956149207,0.0715934703940991,0,Moderate Transition,BLZ,North America,Upper middle income
Benin,29.312742510271317,28.340251950569872,-0.03798573899655539,-0.26637389891125623,1.8122214007863349,8.422366335099015,0.21908815580366148,0.11540647515771071,3.0696183109560833,6.923056777596713,0.1315464978369206,0.014992344113100256,4,Lean Hypertension / Low-Obesity Rising-BP,BEN,Africa,Low income
Bermuda,42.50651734206203,22.632900302764803,-0.6807339463796591,0.291396708862281,22.876126146759823,34.63216345923829,0.39261864704776533,0.09089078347586932,11.00206011447247,14.345636049069949,0.10440773888922476,0.14502635455729374,3,High-Starting-BP Recovery,BMU,North America,High income
Bhutan,23.700414760611924,28.07432505376206,0.1508242604960252,-0.11540818509697685,0.7262081702836153,5.637075957400883,0.16214367746980904,0.15539694994215705,4.570429281531278,11.43913390345028,0.23782889880549193,-0.018989757759835385,4,Lean Hypertension / Low-Obesity Rising-BP,BTN,Asia,Lower middle income
Bolivia,24.869816304643823,18.491153482177307,-0.22754613946612864,-0.07934842526538535,6.593037147270664,18.83197581107264,0.40935102548396285,0.0636425523304393,4.630247631747407,7.640415552403775,0.09900012488866168,0.01974743262499032,2,Wealthy Decouplers,BOL,South America,Lower middle income
Bosnia and Herzegovina,31.888160225180496,30.717765471407603,-0.055718785849341625,0.005804131915246449,7.961652803592794,16.924861127086082,0.29423956263737777,0.04532133930975596,4.772779776344689,7.352695932002016,0.09657021838586644,0.0009759795758483292,4,Lean Hypertension / Low-Obesity Rising-BP,BIH,Europe,Upper middle income
Botswana,30.01889908952512,29.926486564932837,-0.019553113722278952,-0.5320814975323724,4.096759694556157,17.898729866262766,0.4737211501025033,-0.1010367279527094,3.162605796521839,8.16764555919492,0.16780816753617878,-0.055604721089328124,4,Lean Hypertension / Low-Obesity Rising-BP,BWA,Africa,Upper middle income
Brazil,34.352750962328834,24.45914007499491,-0.3390693808933956,-0.13482528231115537,7.523485862599928,20.76797687227387,0.44526690108614053,0.08928556872727927,5.360065962292195,8.006611255793425,0.08629169431500391,0.012476824974720482,2,Wealthy Decouplers,BRA,South America,Upper middle income
Brunei Darussalam,26.292663589582112,19.54804331060437,-0.22778904865925212,-0.05784774209769139,3.378279592252855,12.594854596049077,0.3069586259711236,0.21144800631700025,7.5930784906337205,9.48942173336499,0.06952728764953793,-0.07320734544844551,2,Wealthy Decouplers,BRN,Asia,High income
Bulgaria,38.230998600138165,29.115414544266436,-0.3313696997617339,-0.1891679367048282,13.238928879505035,24.04157953566613,0.35450366014487456,0.06533461372283139,5.24850869098047,7.417342958602584,0.07039008222969395,0.05430804540750745,3,High-Starting-BP Recovery,BGR,Europe,Upper middle income
Burkina Faso,27.312122875276508,32.43026136941113,0.16946092281510464,-0.2200443547894888,0.6809201369574553,4.443976979060011,0.12158173236941354,0.12300634448864882,2.4282591865029857,6.138112917558157,0.12627446949779636,0.05396475221183346,4,Lean Hypertension / Low-Obesity Rising-BP,BFA,Africa,Low income
Burundi,20.85259574309088,28.47328888059481,0.25162256791473114,-0.05473987932546745,0.8829833916480272,4.576930765386933,0.12107345436041808,0.10119804316479679,1.340687480239346,3.9081806660667597,0.08581987673821992,0.03397079023659563,4,Lean Hypertension / Low-Obesity Rising-BP,BDI,Africa,Low income
Cabo Verde,30.17537851108171,30.29964513496256,0.006198814191809501,-0.4494951979067757,1.6604815244338451,10.452269219452734,0.2964087542616588,0.11806475751964945,3.3548455293424895,8.342319135342358,0.17322023044663848,0.017989009864411876,4,Lean Hypertension / Low-Obesity Rising-BP,CPV,Africa,Lower middle income
Cambodia,20.35510198726155,25.58521927261877,0.1739225272517719,-0.10026765017559641,0.40034364181924775,3.1221072813762945,0.08877040041670592,0.07984746751083906,3.1729216169420553,6.870469119405845,0.12353970419116976,0.02025197261281876,4,Lean Hypertension / Low-Obesity Rising-BP,KHM,Asia,Lower middle income
Cameroon,27.6286580323208,25.654728257019496,-0.06684939968675323,-0.2952957588112503,2.2420921960082274,10.12125644286086,0.2614349125240934,0.14651226552731147,3.150726473491371,6.457738030903374,0.11197009418943309,0.03683002677459456,4,Lean Hypertension / Low-Obesity Rising-BP,CMR,Africa,Lower middle income
Canada,27.609220291187263,14.273099914881808,-0.4429611077186179,0.06403079550248753,12.411190821191871,28.11455200937369,0.5319170579565243,0.1232517006628418,4.569265714275868,5.488166124823307,0.03290586221102972,-0.04118192432663239,2,Wealthy Decouplers,CAN,North America,High income
Central African Republic,30.502319883606845,31.179886148468718,0.01888451859523553,-0.09453590223663577,1.788482165221684,6.485029245937906,0.154277843410189,0.09445806449856953,3.030098429715681,7.34637926145672,0.1420020464984055,0.0914295229449243,4,Lean Hypertension / Low-Obesity Rising-BP,CAF,Africa,Low income
Chad,29.21285655420989,32.49204602837665,0.10170968528152868,-0.12434547788135629,1.1750460525429072,5.25754246811662,0.1344772281263135,0.0910544452797676,2.7224641439792903,6.672767078791091,0.13427769059750672,0.06826849020184543,4,Lean Hypertension / Low-Obesity Rising-BP,TCD,Africa,Low income
Chile,34.44267095301457,21.95884360023515,-0.4167562143157756,0.03716453687639981,14.09482951445886,26.940640411321283,0.42825029611745535,0.0903611605296385,7.541766981527978,10.157726724172294,0.0874233889574198,0.06652207313156405,3,High-Starting-BP Recovery,CHL,South America,High income
China,18.88480606735013,19.69947237904402,0.037156284216748346,-0.21532418336482265,0.7669650818470777,5.192284101797263,0.14428392449717362,0.14016617537370707,4.357222984072299,8.389152568892525,0.1353865265844524,0.10032605506142142,4,Lean Hypertension / Low-Obesity Rising-BP,CHN,Asia,Upper middle income
China (Hong Kong SAR),31.70351228771964,20.28149973151116,-0.3768878507165098,0.027198742367362694,4.769128856209436,10.15171353707468,0.1798899895283694,-0.00447918211099485,7.6304549039261955,7.505779455643079,-0.0033682559810587183,-0.051797169701431084,2,Wealthy Decouplers,HKG,Asia,High income
Colombia,27.775592732712397,19.94507766210241,-0.26665672175594035,-0.06871849174942846,8.88292553355603,21.024965744742723,0.4042950127351542,0.06516760162451812,5.149066957578467,8.299448914240262,0.10633681113975842,-0.012540389665742058,2,Wealthy Decouplers,COL,South America,Upper middle income
Comoros,25.261803309032718,27.48197927321134,0.06583128070352894,-0.004492181947693116,1.7907154851844738,6.890779647823225,0.16811538310041477,0.08513538035185908,3.368283369316458,7.5614610514329685,0.14126256624588887,0.035762801433676356,4,Lean Hypertension / Low-Obesity Rising-BP,COM,Africa,Low income
Congo,31.973491043832148,26.805409276908602,-0.1827045707646338,-0.10041565517164956,2.3326298477800087,8.575483169800627,0.20550836181535928,0.11076993391617845,3.6015855339105287,7.3259217285334275,0.12070654975673947,0.006901333263531401,4,Lean Hypertension / Low-Obesity Rising-BP,COG,Africa,Lower middle income
Cook Islands,28.756350753411994,22.79037917787044,-0.19105284553307078,0.009208085477270339,33.36240383417473,55.30655180111346,0.7451005463831357,0.03186283212548857,12.675531507042232,27.01711874519959,0.48582243840638334,-0.2430854814035351,1,Pacific Extreme Outliers,COK,Oceania,
Costa Rica,24.98614595859179,19.48747966772255,-0.18655055381898328,-0.1033019039302345,7.313593145012864,23.759834311706097,0.5510390777325067,0.26827355400700625,4.517374805916111,8.62409555466979,0.1402627969765335,0.005589365424613552,0,Moderate Transition,CRI,North America,Upper middle income
Cote d'Ivoire,29.844813605066996,27.9644077048675,-0.06659184195162755,-0.2142715629010045,2.401115667536485,9.321472809460456,0.2275466255444545,0.16052853193849195,3.4292769491907533,6.566465122600427,0.10577431620496189,0.01199282868391044,4,Lean Hypertension / Low-Obesity Rising-BP,CIV,Africa,Lower middle income
Croatia,38.158116169879534,32.41568154848825,-0.21014297476883526,0.07475636280000827,11.917514089058438,23.251833409131923,0.37172065691126555,0.08569893625034053,4.761695195427587,7.0744748994749385,0.0734060329771337,0.036811120973211944,3,High-Starting-BP Recovery,HRV,Europe,Upper middle income
Cuba,33.45077276510449,19.77338094996457,-0.48111852634449787,-0.05118886679426554,10.680509146929523,23.5550278870049,0.42656756474366275,0.04991754181707714,5.808335623660853,8.19450083969554,0.07385310818185455,-0.02072201883919715,2,Wealthy Decouplers,CUB,North America,Upper middle income
Cyprus,27.2298080053822,20.77609498764685,-0.21905132881150824,-0.3384951149205999,9.095928888898372,21.17866982094067,0.39746222473721204,-0.11690270560268756,3.9131376166274046,6.892905438313067,0.10297451033240754,-0.07719729389552193,2,Wealthy Decouplers,CYP,Asia,High income
Czech Republic,40.6384991905663,28.586053912108337,-0.41261121459864336,0.14885404568518112,17.13804300390576,25.440372590482163,0.2685117532868901,0.05242621388014629,6.7787247316856,7.414205428571806,0.020064509708062398,0.05508656798461227,3,High-Starting-BP Recovery,CZE,Europe,High income
DR Congo,28.390247972958548,28.602161945323097,0.0015579956859684313,-0.11334746070123145,1.2320285946448248,5.742128940956556,0.14848321267327805,0.11937470324104604,2.5627301373003593,5.789969387971656,0.10568493629426957,0.047787945224124176,4,Lean Hypertension / Low-Obesity Rising-BP,COD,Africa,Low income
Denmark,35.83984065218626,22.375327958598383,-0.4258853458319672,-0.09233448965579144,9.21520516614295,18.852885612927487,0.32157141818173296,0.06507823264539775,4.706758488490133,4.347648564173132,-0.012201972864979477,-0.031986638305025454,2,Wealthy Decouplers,DNK,Europe,High income
Djibouti,38.12690456405288,27.74441060677063,-0.3514551498337916,0.0038771541530963627,5.760078837974257,12.783463167834077,0.22958707912885912,0.037602691703342156,5.855300733703659,8.07984256010219,0.07809255353640711,-0.07645075647876717,3,High-Starting-BP Recovery,DJI,Africa,Lower middle income
Dominica,29.001012391528292,23.357801976488933,-0.19854246205709292,-0.2511902790129906,9.495613620746221,26.39519297509156,0.5594894984007914,-0.08603500008233311,5.393459287390593,10.621170788398706,0.1711029349040857,0.015230277386566543,3,High-Starting-BP Recovery,DMA,North America,Upper middle income
Dominican Republic,28.071653804427797,22.478426718372692,-0.18092368747137538,-0.11049557212958636,8.867997205375488,25.425890472909902,0.5452034212717104,0.3106041188209909,4.343794694630269,9.721513597106483,0.1872447866804851,0.05518908446994028,0,Moderate Transition,DOM,North America,Upper middle income
Ecuador,22.978839885408618,18.307217438676368,-0.16304881067442567,-0.06451376455979878,7.0337235877162545,18.69502198567698,0.39005451170101624,0.05711394590548552,4.262248018156323,7.632341495495334,0.11204066178178287,0.007983747145591386,2,Wealthy Decouplers,ECU,South America,Upper middle income
Egypt,29.489321459020232,25.33856800562207,-0.140065742583105,-0.05087184523489935,14.850501863328466,30.19274416361487,0.5081492238949031,0.1815933269639683,7.591202493854118,16.90507019911457,0.3064239165888512,0.17151082272574558,0,Moderate Transition,EGY,Africa,Lower middle income
El Salvador,24.57697521990106,19.41144558130465,-0.17303258227774618,-0.050099329341569465,7.813725924641631,22.46663930055403,0.49691382178161275,0.16557418278475106,5.400460249285487,9.736949325263012,0.15093002807921096,-0.018137268077021373,0,Moderate Transition,SLV,North America,Lower middle income
Equatorial Guinea,28.490619035510214,28.515258691875204,-0.007173424873675086,-0.13762373093563307,1.7532937300786737,7.345692236287485,0.188021140869668,0.08130728811414606,2.86331059210979,8.874579784359389,0.20693733235084244,0.14419166007901638,4,Lean Hypertension / Low-Obesity Rising-BP,GNQ,Africa,Upper middle income
Eritrea,24.67300805116665,28.564431234800008,0.1303933657472064,-0.036769735421784744,0.894152305686229,4.117065464487529,0.1053072170263886,0.08784752753771938,2.337243181776981,5.252078416404312,0.09991798185673287,0.012792781753345667,4,Lean Hypertension / Low-Obesity Rising-BP,ERI,Africa,Low income
Estonia,41.58910939435445,28.430530525152392,-0.45590254913817013,0.08386628932766399,14.138888673666347,20.74790683821951,0.21496642842611663,0.04442619399722919,6.212010316661606,7.00650614648512,0.025378581842845128,0.03283770184745832,3,High-Starting-BP Recovery,EST,Europe,High income
Ethiopia,23.83852869317168,29.692609770721653,0.19540236520322882,-0.007462240305467244,0.7547782922507613,3.7541186820306556,0.09808259583321143,0.08088609940351416,2.425123881666311,5.175467869480897,0.0930721335346848,0.016359884045147294,4,Lean Hypertension / Low-Obesity Rising-BP,ETH,Africa,Low income
Fiji,24.12778445999844,21.878960194108764,-0.06919037532969134,-0.04332948931113466,12.493577416265987,28.76403426118601,0.5512320398593069,0.09826235425766533,9.534357816774888,16.66397449298228,0.24204406321977126,0.2087115092256221,0,Moderate Transition,FJI,Oceania,Upper middle income
Finland,35.862021037379634,20.72028742302091,-0.5202906379037483,-0.13914343773793492,9.442097352150544,21.48163602420882,0.40316509352761826,-0.04353445456497018,5.057528218986495,5.396046265627396,0.010888468294876883,-0.057793158185815305,2,Wealthy Decouplers,FIN,Europe,High income
France,38.54432477170185,23.7376998272143,-0.491692490039393,-0.07872430999503377,10.862613607884809,20.85348753633853,0.3356184838972256,0.0761621641518555,4.9679512928111675,5.883713621705178,0.0324564270284182,0.0021550903562407436,2,Wealthy Decouplers,FRA,Europe,High income
French Polynesia,32.29374836934561,26.367540915505522,-0.19522415128670245,0.20399303942149158,34.02088200293919,50.74094981965976,0.5538751525689517,0.010045160679683973,11.545037059955462,20.3832488140686,0.29761624022541866,-0.14427760920320473,1,Pacific Extreme Outliers,PYF,Oceania,High income
Gabon,33.05350081400053,26.37602702668081,-0.25451172752258955,-0.36107953513651375,3.429305799595073,14.04987387175494,0.35738602168847633,0.059407026717054,4.126352052542499,9.64285517167718,0.18789558040897197,-0.0004631753691307361,4,Lean Hypertension / Low-Obesity Rising-BP,GAB,Africa,Upper middle income
Gambia,30.729494519292313,29.89485983223971,-0.036224900576694134,-0.34389244478999637,1.6535529884920592,9.08137579488576,0.2480271180941643,0.16199217465253934,3.3701870985594518,8.240581558496618,0.164324057551705,0.07144563869945067,4,Lean Hypertension / Low-Obesity Rising-BP,GMB,Africa,Low income
Georgia,29.50494568962946,26.23726994070604,-0.1153148846797753,0.19215647817169987,8.357346519952205,19.810436784883578,0.37177052467979493,0.15244879684560408,5.762120509031494,11.818491491186329,0.19104869285932727,0.2175804961058503,0,Moderate Transition,GEO,Asia,Lower middle income
Germany,38.52260387212488,21.49904162455967,-0.5943418666343928,-0.22827154385864773,10.82201226594712,21.481008276200832,0.35794627423649733,0.06210272291864666,4.599932250614929,4.935953611439212,0.012486597457802416,-0.011139671348766438,2,Wealthy Decouplers,DEU,Europe,High income
Ghana,27.80407881061591,24.59071530992268,-0.10948344421251859,-0.2645724390920681,2.2179527007374027,9.550237112646895,0.24648090148720844,0.15028927660472124,3.166771257767447,6.311702343137793,0.10850167094435983,-0.0021748302236239553,4,Lean Hypertension / Low-Obesity Rising-BP,GHA,Africa,Lower middle income
Greece,31.108499457774023,20.111820800562942,-0.37675628240226233,-0.06885125521378743,12.549848036085574,24.0276058185262,0.38132911390192503,0.03740980078617295,5.493299189721224,6.569395003320861,0.03635811865660664,-0.005139878341651936,2,Wealthy Decouplers,GRC,Europe,High income
Greenland,35.796327247430916,21.477146785613108,-0.4828669655416151,-0.07563730642819705,10.137957813893689,21.828640974290458,0.39093879704951595,0.05571796183247041,4.9198120605261595,5.08455164232642,0.0055444440653928,-0.0279384802374575,2,Wealthy Decouplers,GRL,North America,High income
Grenada,25.904611852260814,24.22252815843722,-0.05892478237690025,0.014627459439390138,7.337901567479378,19.76647213798325,0.4175885167894344,0.17651951330952642,4.458973859417272,10.467837618279612,0.20203762837372893,0.09744107820857179,0,Moderate Transition,GRD,North America,Upper middle income
Guatemala,24.546934458835846,21.49800519372235,-0.10266640445411944,0.004334356711190174,6.859231559917893,19.26273108424433,0.41468252825599744,0.16369165047679451,4.8637828538372165,9.321056866695766,0.15263607453073494,0.041302329860768774,0,Moderate Transition,GTM,North America,Lower middle income
Guinea,27.37082736816219,30.218643484520204,0.09433917138617243,-0.12693448804124013,1.4538498294742657,6.670492425450422,0.17139725604113318,0.11435730506876345,2.5872031878501502,6.104536461955114,0.11871194356702938,0.03940859173602278,4,Lean Hypertension / Low-Obesity Rising-BP,GIN,Africa,Low income
Guinea Bissau,28.21889594818328,30.69350743923157,0.08877078289415173,-0.15025520926841432,1.344771724522525,8.17859430475724,0.22743656496182327,0.15909994210249226,2.837179055619302,6.839534251164044,0.137416700423596,0.040082628037941895,4,Lean Hypertension / Low-Obesity Rising-BP,GNB,Africa,Low income
Guyana,24.99758274609072,22.806690641520795,-0.0766818889312405,0.10986904699278716,6.846576855592484,18.26762723495434,0.3783575046675193,0.1893808591539089,4.483482640789776,10.210836131897564,0.19235467315761215,0.11613367553078074,0,Moderate Transition,GUY,South America,Upper middle income
Haiti,24.68530101397901,25.131182391967904,0.026081401382233905,-0.15287132171371093,4.431730928701089,19.944350805335837,0.5117302967175424,0.367078914580312,3.047616730737364,8.236514652294645,0.17617767984376453,0.07628422033347732,0,Moderate Transition,HTI,North America,Low income
Honduras,23.91357273787365,21.74411389069261,-0.07232184438257235,-0.03219153720892274,6.239632472983975,19.592702054284054,0.4445366160028414,0.1824586569878009,4.0082299429578345,8.800787777686015,0.15970376611437473,0.06528402325909727,0,Moderate Transition,HND,North America,Lower middle income
Hungary,42.02016441805039,31.209186242987847,-0.37822626736315246,-0.17696609672927482,15.073420976145162,25.36657102204312,0.33331387620295394,0.1283838444358102,5.831005116752392,7.610594419345196,0.05757880099389232,0.041447455361343234,3,High-Starting-BP Recovery,HUN,Europe,High income
Iceland,36.474647617653766,20.89226746460764,-0.5218566937798951,0.1247951957942115,10.608895098796411,21.111837380064912,0.3528974533238056,0.040876703023277616,6.465916763184329,5.957977384411962,-0.02240154392157036,-0.03870694478679258,2,Wealthy Decouplers,ISL,Europe,High income
India,23.732370473645027,25.58444262822899,0.06107890664405325,-0.011735844838354006,0.5845381111679855,3.312066810112038,0.08918277446210526,0.07478665026710812,4.410896207652311,8.559126164600425,0.14310978897674154,-0.05423294234211386,4,Lean Hypertension / Low-Obesity Rising-BP,IND,Asia,Lower middle income
Indonesia,23.289425972407003,24.168619671151124,0.034659580082172965,-0.20623124639057674,0.7019303632556285,5.710745936384742,0.1650929931928563,0.160636464741812,3.872125750540724,7.541155735099393,0.1272967810527646,-0.029163741648149902,4,Lean Hypertension / Low-Obesity Rising-BP,IDN,Asia,Lower middle income
Iran,29.78762924535143,20.934895956004134,-0.2934754786491345,-0.136493432388966,9.340955235477962,24.215985726801343,0.49597529949440344,0.14791444188365938,5.662930964580281,11.484040775157121,0.1938307245558908,0.18399242987411496,0,Moderate Transition,IRN,Asia,Upper middle income
Iraq,34.24045869945512,25.855514635693588,-0.28613863134665024,0.00034287575053448816,15.310977675341466,28.892854535328087,0.44003266042944245,0.05725512587710513,8.45248971149284,16.40233255343945,0.257225530417974,0.19039885577068377,3,High-Starting-BP Recovery,IRQ,Asia,Upper middle income
Ireland,31.96004418198213,21.299813155895087,-0.3391487828048231,-0.15781166045609946,8.770570915100276,23.66907130233449,0.4991846778653024,0.18454000348390576,3.920848047653236,6.141398095651788,0.07749530055192003,-0.022278521743411828,2,Wealthy Decouplers,IRL,Europe,High income
Israel,34.32877969888311,18.03656826002134,-0.551632386773708,0.03204564918868191,15.72393478123331,25.7156515284218,0.3340948842414293,-0.006663623963922005,5.755432186016049,6.375230868122737,0.01897240485403769,-0.04805824555387884,2,Wealthy Decouplers,ISR,Asia,High income
Italy,34.99910634669861,22.82623275670127,-0.40961786899936947,-0.2666431792203262,10.392857811940736,19.39233628859271,0.3022585985005032,0.03835226072828496,4.780829639864615,5.757580975098545,0.03333843717043832,0.006072473578256736,2,Wealthy Decouplers,ITA,Europe,High income
Jamaica,27.802153906060084,22.30483608490423,-0.1793159054989409,0.031820866250108965,9.221700660252887,22.85108475234955,0.4534721752814832,0.15231476989762982,4.967010361320813,11.217926520430435,0.21138943681375819,0.10955932555805462,0,Moderate Transition,JAM,North America,Upper middle income
Japan,30.227403754944294,18.44382352377211,-0.3908650998554016,0.13941588326762921,1.3026209258312482,3.763919366141001,0.07916947550810978,0.0887199322171506,5.544750346167772,6.710546802590876,0.04281471455428338,-0.029557150268352404,2,Wealthy Decouplers,JPN,Asia,High income
Jordan,32.00648527368966,22.03921164512741,-0.3438993788940268,-0.1680992486783192,15.866349060851855,34.45392307090358,0.6217709044839177,-0.11341140169877828,8.538432069697961,16.2589413772951,0.25594070902873134,0.029051944967560667,3,High-Starting-BP Recovery,JOR,Asia,Lower middle income
