Country,BP_Start,BP_End,BP_Slope,BP_Curvature,Obesity_Start,Obesity_End,Obesity_Slope,Obesity_Curvature,Diabetes_Start,Diabetes_End,Diabetes_Slope,Diabetes_Curvature,Cluster,Cluster_Name,Country_Code,Continent,UHC_End,Gini_Index,Gini_Year,Income_Group,WHO_Region,Income_Group_Ordinal,BP_Residual,BP_Predicted_By_Obesity
Bahamas,33.62207715346234,22.0539662059169,-0.3976393201797117,-0.038881906368888,15.24632042393301,30.253974259116703,0.4992487326463026,-0.0159017918898196,7.423971804085421,12.12014757352741,0.1590984854960312,-0.0075244351159438,3,High-Starting-BP Recovery,BHS,North America,80.0,,,High income,Americas,4.0,-1.5059536065798973,23.559919812496798
Bahrain,38.12890893619466,22.07040144696983,-0.5409638256898677,0.0678908207227496,18.31364624264372,30.276664031123996,0.395337343478039,0.0572572638835137,8.996424366245044,11.128647723492753,0.0743273390062358,0.0091061009174359,3,High-Starting-BP Recovery,BHR,Asia,77.4,,,High income,Eastern Mediterranean,4.0,-1.4869373891287765,23.557338836098605
Bangladesh,22.281638312412333,25.103948322635897,0.0962149583894309,-0.2303877019120597,0.4183207743647711,2.985684368524501,0.0830162314815845,0.0799290036322279,4.054847925368163,9.39444332881449,0.1801972515899025,0.0334944557122308,4,Lean Hypertension / Low-Obesity Rising-BP,BGD,Asia,39.8,30.9,2022.0,Lower middle income,South-East Asia,2.0,-1.5577572902652967,26.661705612901194
Barbados,29.874371598576328,24.44265201411419,-0.1840389918481615,0.0884506426421447,9.679734416681285,21.596967185479286,0.4013219396968683,0.2276988293868315,6.350099412126308,11.634294249841185,0.1773882388863889,0.0902606152540465,0,Moderate Transition,BRB,North America,80.8,34.1,2016.0,High income,Americas,4.0,-0.10200801211611221,24.544660026230304
Belarus,40.02217826666909,28.618721623836688,-0.393980596325264,-0.2512856948191973,12.327083957041308,23.58648307020963,0.3698859440766442,-0.023232371233739,5.381134262317178,7.631981099135144,0.0743331113360547,0.0133613093662948,3,High-Starting-BP Recovery,BLR,Europe,76.2,24.4,2020.0,Upper middle income,Europe,3.0,4.30037033004599,24.3183512937907
Belgium,35.038944735755535,18.390929339734814,-0.5589244845301193,0.2888643816957543,12.429015264786262,21.54300602306618,0.3063667108957693,0.0439699526138895,5.799706402735174,4.6062680552578446,-0.0404382505791653,-0.0060629525792148,2,Wealthy Decouplers,BEL,Europe,84.6,26.8,2023.0,High income,Europe,4.0,-6.159868803994527,24.55079814372934
Belize,30.700886001390007,23.00551151477768,-0.2636602410783012,0.0980591400521863,10.666557231755911,22.72934290792735,0.4061429532413457,0.1525341343030398,6.650027832466316,12.098471175280531,0.184892969561492,0.0715934703940991,0,Moderate Transition,BLZ,North America,68.6,39.9,2018.0,Upper middle income,Americas,3.0,-1.4103400327873032,24.415851547564984
Benin,29.31274251027132,28.340251950569872,-0.0379857389965553,-0.2663738989112562,1.8122214007863349,8.422366335099015,0.2190881558036614,0.1154064751577107,3.0696183109560837,6.923056777596713,0.1315464978369206,0.0149923441131002,4,Lean Hypertension / Low-Obesity Rising-BP,BEN,Africa,32.0,34.4,2021.0,Low income,Africa,1.0,2.2969724653391737,26.0432794852307
Bermuda,42.50651734206203,22.632900302764803,-0.6807339463796591,0.291396708862281,22.876126146759823,34.63216345923829,0.3926186470477653,0.0908907834758693,11.00206011447247,14.345636049069949,0.1044077388892247,0.1450263545572937,3,High-Starting-BP Recovery,BMU,North America,,,,High income,,4.0,-0.4289976261848949,23.061897928949698
Bhutan,23.700414760611924,28.07432505376206,0.1508242604960252,-0.1154081850969768,0.7262081702836153,5.637075957400883,0.162143677469809,0.155396949942157,4.570429281531278,11.43913390345028,0.2378288988054919,-0.0189897577598353,4,Lean Hypertension / Low-Obesity Rising-BP,BTN,Asia,58.2,28.5,2022.0,Lower middle income,South-East Asia,2.0,1.71421696731689,26.36010808644517
